local_authority,meeting_date,item_context,motion_snippet,proposer,seconder,outcome,topics,tally_for,tally_against,tally_abstain,rollcall,source_url,source_status
Kerry,,Kelleher and Moriarty on a delegation to Berlin from 2nd to 5th November 2017.,"On the PROPOSAL of Cllr. J.J. Culloty, SECONDED by Cllr. J. Healy-Rae it was agreed to authorise the attendance of the Cathaoirleach, Cllr. J. Sheahan at the Excellence in Local Government Awards 2017 to be held in Dublin on the 23rd November 2017. Novemb",J.J. Culloty,J. Healy-Rae it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/nov17.pdf,text
Kerry,,Standing Orders.,"On the PROPOSAL of Cllr. J.F. Flynn, SECONDED by Cllr. S. Fitzgerald it was agreed to suspend Standing Orders to allow the meeting to continue. Cllr. J. Lucid read the following into the record of the meeting: “On Housing and building I would like to mentio",J.F. Flynn,S. Fitzgerald it was,,housing,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/budgetnov17.pdf,text
Kerry,,17.10.23.02 Filling of Casual Vacancies on Boards/Committees,"On the PROPOSAL of Cllr. N. Foley, SECONDED by Cllr. P. Daly it was agreed to nominate Cllr. N. Kelleher to Kerry Education and Training Board to replace Dianne Nolan. (b) On the PROPOSAL of Cllr. P. Daly, SECONDED by Cllr. T. Ferris it was agreed to nom",N. Foley,P. Daly it was,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/spoct17.pdf,text
Kerry,,Board to replace Dianne Nolan.,"On the PROPOSAL of Cllr. P. Daly, SECONDED by Cllr. T. Ferris it was agreed to nominate Cllr. T. Barry to the JPC to replace Dianne Nolan. (c) On the PROPOSAL of Cllr. T. Ferris, SECONDED by Cllr. N. Foley it was agreed to nominate Cllr. T. Barry to the E",P. Daly,T. Ferris it was,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/spoct17.pdf,text
Kerry,,"(b) On the PROPOSAL of Cllr. P. Daly, SECONDED by Cllr. T. Ferris it was","On the PROPOSAL of Cllr. T. Ferris, SECONDED by Cllr. N. Foley it was agreed to nominate Cllr. T. Barry to the Economic Development and Enterprise SPC to replace Dianne Nolan. Special Meeting 23rd October 2017 4 Cllr. T. Ferris asked that Dianne No",T. Ferris,N. Foley it was,,economic_tourism,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/spoct17.pdf,text
Kerry,,October Council meeting and the number of Notices of Motions outstanding.  On,"PROPOSAL of Cllr. D. Quigg, SECONDED by Cllr. B. Cronin it was agreed that members would be permitted one additional motion only for the November meeting and it was further agreed that only the proposer of a motion would be permitted to speak. A minute’s",D. Quigg,B. Cronin,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/spoct17.pdf,text
Kerry,,20 of 21,"On the PROPOSAL of Cllr. J.J. Culloty, SECONDED by Cllr. M. Gleeson it was agreed to suspend Standing Orders to allow the meeting to continue. 17.09.25.01 Report of the Chief Executive on the setting of a Local Adjustment Factor for Local Property Tax for",J.J. Culloty,M. Gleeson,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/lpt.pdf,text
Kerry,,17.09.11.02 Confirmation of Minutes,"On the PROPOSAL of Cllr. J. Finucane, SECONDED by Cllr. M. Kennelly it was resolved that the Minutes of the Annual Meeting held on the 30th June 2017 be confirmed. (b) On the PROPOSAL of Cllr. J. Finucane, SECONDED by Cllr. J.J. Culloty it was resolved ",J. Finucane,M. Kennelly,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,June 2017 be confirmed.,"On the PROPOSAL of Cllr. J. Finucane, SECONDED by Cllr. J.J. Culloty it was resolved that the Minutes of the July Ordinary Meeting held on the 17th July 2017 be confirmed. 17.09.11.03 Chief Executive’s Report to Council The Chief Executive read the fol",J. Finucane,J.J. Culloty it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,17.09.11.04 Disposal of Property,"On the PROPOSAL of Cllr. J. Finucane, SECONDED by Cllr. M. Gleeson it was agreed to dispose of a plot of land comprising 0.764 Ha. (1.888 St. Ac.) in area situated in the townland of Lissyviggeen/Clash in the DED of Killarney Rural and County of Kerry to St",J. Finucane,M. Gleeson,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,"Section 211 of the Planning & Development Act, 2000 and Article 206 of","On the PROPOSAL of Cllr. J. Healy-Rae, SECONDED by Cllr. M. Kennelly it was agreed to grant a lease/licence agreement for 25 years to Valentia Island Development Company for the building and lands known as Cromwell Fort Lighthouse at Fort Point, Glanleam, V",J. Healy-Rae,M,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,Section 183 of the Local Government Act 2001.,"On the PROPOSAL of Cllr. M. Kennelly, SECONDED by Cllr. A. Thornton it was agreed to grant a 99 year lease to Listowel Community Centre Limited in respect of a plot of land measuring approximately in total 0.3298 hectares situated at Listowel Town Park, Bri",M. Kennelly,A. Thornton,,burial_community,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,17.09.11.06 Date for the Budget Meeting,"On the PROPOSAL of Cllr. J. Finucane, SECONDED by Cllr. B. O’Connell, it was agreed that the Budget Meeting would be held on Monday 13th November 2017 at 10.30am. 17.09.11.07 Nominee to the Board of KETB Mr. L. Quinlan referred members to his report da",J. Finucane,B. O’Connell,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,Mr. L. Quinlan referred members to his report dated 5th September 2017 on this,"On the PROPOSAL of Cllr. T. Ferris, SECONDED by Cllr. R. Beasley it was agreed to nominate Cllr. P. Daly to the Board of KETB. 17.09.11.08 Ionadaí a chur fé bhráid an Aire Stáit le ceapadh ar Bhord Údarás na Gaeltachta Aontaíodh ainmniú an Clr. S. Mac ",T. Ferris,R. Beasley it was,,irish_language_culture,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,L. Púirséal.,"On the PROPOSAL of Cllr. B. O’Connell, SECONDED by Cllr. L. Purtill it was agreed to nominate Cllr. S. Fitzgerald for appointment by the Minister of State to the board of Údarás na Gaeltachta. 17.09.11.09 Summary of proceedings at events On the PROPOSA",B. O’Connell,L. Purtill it was,,irish_language_culture,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,17.09.11.09 Summary of proceedings at events,"On the PROPOSAL of Cllr. J. Finucane, SECONDED by Cllr. J.J. Culloty it was agreed to note reports on the following events on behalf of the Kerry County Council delegates that attended in accordance with Section 142(5)(f) of the Local Government Act 2001 as",J. Finucane,J.J. Culloty it was,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,17.09.11.10 Tenders opened since the July Council Meeting,"On the PROPOSAL of Cllr. N. Moriarty, SECONDED by Cllr. S. Locke it was agreed to note the opening of the following tenders since the July meeting. (a) Fenit Dolphin and Viaduct Junction Repairs – Closing date: Friday 4th August 2017 at 4pm. (b) Cons",N. Moriarty,S. Locke it was,,roads_traffic,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,17.09.11.11 Approval for the opening of Tenders,"On the PROPOSAL of Cllr. D. Quigg, SECONDED by Cllr. R. Beasley it was agreed to approve the opening of tenders for the Supply, installation and commissioning of four new water booster stations on the Dawros/Bonane WSS for Bonane WSS, Kenmare, Co. Kerry – C",D. Quigg,R. Beasley it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,23 of 56,"On the PROPOSAL of Cllr. M. O’Shea, SECONDED by Cllr. D. Quigg it was agreed to approve the opening of tenders for the N70 Kilderry Bends Improvement Scheme Construction Contract – Closing Date: Monday 25th September 2017 at 4pm. (c) On the PROPOSAL of ",M. O’Shea,D. Quigg it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,September 2017 at 4pm.,"On the PROPOSAL of Cllr. D. Grady, SECONDED by Cllr. J.J. Culloty it was agreed to approve the opening of tenders for the Provision of Services in relation to the Social Inclusion and Community Activation Programme 2018 – 2022 – Closing Date: Friday 29th Se",D. Grady,J.J. Culloty it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,Programme 2018 – 2022 – Closing Date: Friday 29th September 2017 at,"On the PROPOSAL of Cllr. R. Beasley, SECONDED by Cllr. M. Kennelly, it was agreed to approve the opening of tenders for the N71 Five Mile Bridge Pavement Scheme – Closing Date: Friday 6th October 2017 at 4pm. (e) On the PROPOSAL of Cllr. B. Cronin, SECO",R. Beasley,M. Kennelly,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,Bridge Pavement Scheme – Closing Date: Friday 6th October 2017 at,"On the PROPOSAL of Cllr. B. Cronin, SECONDED by Cllr. M. Gleeson it was agreed to approve the opening of tenders for KCC – CCTV and Condition Surveys of Storm and Foul Sewer Networks and Water Audits of Watermains Networks in 17 housing estates in County Ke",B. Cronin,M. Gleeson it,,housing | policing_safety,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,17.09.11.13 Correspondence – Conferences and Seminars,"On the PROPOSAL of Cllr. J.F. Flynn, SECONDED by Cllr. M. Cahill it was agreed to approve the following: September Ordinary Meeting 11th September 2017 54 of 56 i) The attendance of former Cathaoirleach, Cllr. M. O’Shea at the event on the them",J.F. Flynn,M. Cahill it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,Dublin on Friday 22nd September 2017.,"On the PROPOSAL of Cllr. M. Cahill, SECONDED by Cllr. D. McCarthy it was agreed to authorize the attendance of Cllrs. Sheahan, Beasley, Connor-Scarteen, P. McCarthy, O’Connell, J. Healy-Rae, M. Healy-Rae and O’Shea at the Conference on the theme “Local Auth",M. Cahill,D. McCarthy it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/sept17.pdf,text
Kerry,,Standing Orders.,"On the PROPOSAL of Cllr. P. McCarthy, SECONDED by Cllr. J. Finucane it was agreed to suspend Standing Orders to allow the meeting to continue. (a) Chief Executive’s Report on submissions received on the draft Development Contribution Scheme (Cont’d) C",P. McCarthy,J. Finucane it was,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/spjuly17.pdf,text
Kerry,,17.07.17.02 Confirmation of Minutes,"On the PROPOSAL of Cllr. M. Gleeson, SECONDED by Cllr. P. McCarthy it was resolved that the minutes of the June Ordinary Meeting of Kerry County Council held on the 19th June 2017 be confirmed. 17.07.17.03 Chief Executive’s Report to Council The Chief ",M. Gleeson,P. McCarthy it was,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,15 of 48,"On the PROPOSAL of Cllr. J. Finucane, SECONDED by Cllr. M. O’Shea it was agreed to hold a Special Meeting on Tuesday 25th July at 10.30am to consider the Draft Development Contribution Scheme. 17.07.17.05 Dates for meetings/briefing (a) On the PROPOSA",J. Finucane,M. O’Shea it was,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,17.07.17.05 Dates for meetings/briefing,"On the PROPOSAL of Cllr. N. Foley, SECONDED by Cllr. J.F. Flynn it was agreed that the Briefing on the Council’s Budget 2018 would be held on Monday 11th September 2017 from 10.30am to 12.30pm. (b) On the PROPOSAL of Cllr. R. Beasley, SECONDED by Cllr. N",N. Foley,J.F. Flynn it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,"On the PROPOSAL of Cllr. N. Foley, SECONDED by Cllr. J.F. Flynn it","On the PROPOSAL of Cllr. R. Beasley, SECONDED by Cllr. N. Moriarty it was agreed that the September Ordinary Meeting would be held on Monday 11th September 2017 at 12.30pm. (c) On the PROPOSAL of Cllr. P. McCarthy, SECONDED by Cllr. N. Kelleher it was a",R. Beasley,N. Moriarty it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,Monday 11th September 2017 at 12.30pm.,"On the PROPOSAL of Cllr. P. McCarthy, SECONDED by Cllr. N. Kelleher it was agreed that a Special Meeting to consider the Draft Budget Policy / Strategy and consideration of setting a local adjustment factor in relation to LPT would be held on Monday 25th Se",P. McCarthy,N. Kelleher,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,Strategy and consideration of setting a local adjustment factor in relation,"On the PROPOSAL of Cllr. D. Nolan, SECONDED by Cllr. P. McCarthy it was agreed to hold the Draft Budgetary Meeting for the four Municipal Districts on Monday 23rd October 2017 at the following times: Tralee 9.30am Killarney 11am South",D. Nolan,P. McCarthy it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,17.07.17.07 Approval for the opening of Tenders,"On the PROPOSAL of Cllr. J. Finucane, SECONDED by Cllr. M. Gleeson it was agreed to approve the opening of tenders for the Management of Invasive Alien Species (IAPS) on National Routes – Closing date: Wednesday 19th July 2017 at 12pm. July Ordinary Meeti",J. Finucane,M. Gleeson,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,16 of 48,"On the PROPOSAL of Cllr. J.F. Flynn, SECONDED by Cllr. B. Cronin it was agreed to approve the opening of tenders for the Collection and processing of Dry Mixed Recyclables Waste (Eco Sense Bags) – Closing date: Thursday 27th July 2017 at 4pm. (c) On the",J.F. Flynn,B. Cronin it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,"On the PROPOSAL of Cllr. J.F. Flynn, SECONDED by Cllr. B. Cronin it","On the PROPOSAL of Cllr. J.F. Flynn, SECONDED by Cllr. N. Moriarty it was agreed to approve the opening of tenders for Market Sounding and Expressions of Interest – Cahersiveen Enterprise Units – Closing date Monday 31st July 2017 at 11.30am. (d) On the",J.F. Flynn,N. Moriarty it,,economic_tourism,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,Monday 31st July 2017 at 11.30am.,"On the PROPOSAL of Cllr. J.J. Culloty, SECONDED by Cllr. N. Kelleher it was agreed to approve the opening of tenders for the Supply and Installation Standby Generator and Automatic Changeover Panel at Áras an Chontae, Rathass, Tralee – Closing date: Monday ",J.J. Culloty,N. Kelleher it,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,Installation Standby Generator and Automatic Changeover Panel at Áras,"On the PROPOSAL of Cllr. P. McCarthy, SECONDED by Cllr. N. Foley it was agreed to approve the opening of any tender that may arise up to the September Council Meeting. 17.07.17.08 Notices of Motion 1. Former Saint Finan’s Hospital building Pursuant",P. McCarthy,N. Foley it,,health_services,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,17.07.17.09 Correspondence – Conferences and Seminars,"On the PROPOSAL of Cllr. N. Foley, SECONDED by Cllr. B. Cronin it was agreed to approve the attendance of Cllr. N. Moriarty, Chair of the LCDC, at the Leader Forum Meeting held in Dublin on the 17th May 2017. (b) On the PROPOSAL of Cllr. N. Foley, SECOND",N. Foley,B. Cronin it was,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
Kerry,,"On the PROPOSAL of Cllr. N. Foley, SECONDED by Cllr. B. Cronin it was","On the PROPOSAL of Cllr. N. Foley, SECONDED by Cllr. D. Grady it was agreed to approve the attendance of Cathaoirleach, Cllr. J. Sheahan at the National Day of Commemoration held in Cork on the 9th July 2017. (c) On the PROPOSAL of Cllr. D. Grady, SECOND",N. Foley,D. Grady it was,,,,,,False,http://docstore.kerrycoco.ie/KCCWebsite/meetings/minutes/july17.pdf,text
